Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 09:57:58.024,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:41.260, 0.072, 0.991, -0.121, 0, 0, 0, , , , , , , 0.753, 0.648, -179.451, -5.687, -75.760, 17.620, 28.92, -0.0303, 0.02054, 0.7525, 0.6575,
 09:57:58.112,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.060, 0.035, 0.901, -0.376, 0, 0, 0, , , , , , , -2.433, -1.384, -146.047, -11.660, -49.293, 36.907, 26.45, 0.16556, 0.23956, -0.79993, -0.52463,
 09:57:58.114,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:41.260, 0.067, 0.998, -0.118, 0, 0, 0, , , , , , , 0.731, 0.659, -179.429, -5.687, -75.760, 17.620, 28.92, -0.0303, 0.01993, 0.75211, 0.65796,
 09:57:58.114,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.305, 0.107, 0.996, 0.013, 0, 0, 0, , , , , , , -0.445, -0.044, -52.861, -22.647, -56.273, -13.220, 27.93, 0.65533, 0.60861, -0.34732, -0.28174,
 09:57:58.233,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.060, 0.033, 0.896, -0.373, 0, 0, 0, , , , , , , -2.45, -1.417, -146.019, -11.660, -49.293, 36.907, 26.45, 0.16556, 0.23956, -0.79993, -0.52463,
 09:57:58.233,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:41.615, 0.069, 0.993, -0.113, 0, 0, 0, , , , , , , 0.709, 0.665, -179.418, -5.687, -75.760, 17.620, 28.92, -0.0303, 0.01993, 0.75211, 0.65796,
 09:57:58.262,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.305, 0.106, 0.992, 0.015, 0, 0, 0, , , , , , , -0.439, -0.038, -52.844, -22.647, -56.273, -13.220, 27.93, 0.65533, 0.60861, -0.34732, -0.28174,
 09:57:58.353,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.060, 0.03, 0.903, -0.378, 0, 0, 0, , , , , , , -2.466, -1.45, -146.003, -12.113, -49.000, 37.147, 26.45, 0.16556, 0.23956, -0.79993, -0.52463,
 09:57:58.383,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.305, 0.105, 0.994, 0.008, 0, 0, 0, , , , , , , -0.428, -0.033, -52.855, -22.807, -55.740, -12.913, 27.93, 0.65533, 0.60861, -0.34732, -0.28174,
 09:57:58.383,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.060, 0.044, 0.892, -0.371, 0, 0, 0, , , , , , , -2.483, -1.483, -145.997, -12.113, -49.000, 37.147, 26.45, 0.16763, 0.23959, -0.79941, -0.52472,
 09:57:58.385,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:41.615, 0.071, 0.99, -0.112, 0, 0, 0, , , , , , , 0.676, 0.687, -179.412, -5.687, -75.760, 17.620, 28.92, -0.0303, 0.01993, 0.75211, 0.65796,
 09:57:58.413,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.305, 0.108, 0.99, 0.015, 0, 0, 0, , , , , , , -0.423, -0.027, -52.855, -22.807, -55.740, -12.913, 27.93, 0.65524, 0.60876, -0.34729, -0.28171,
 09:57:58.445,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:41.615, 0.069, 0.99, -0.107, 0, 0, 0, , , , , , , 0.643, 0.698, -179.412, -5.140, -76.220, 17.100, 28.92, -0.0303, 0.01993, 0.75211, 0.65796,
 09:57:58.503,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.630, 0.042, 0.912, -0.364, 0, 0, 0, , , , , , , -2.505, -1.516, -145.986, -12.113, -49.000, 37.147, 26.45, 0.16763, 0.23959, -0.79941, -0.52472,
 09:57:58.503,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.840, 0.108, 0.996, 0.003, 0, 0, 0, , , , , , , -0.379, -0.022, -52.844, -22.807, -55.740, -12.913, 27.93, 0.65524, 0.60876, -0.34729, -0.28171,
 09:57:58.535,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:41.615, 0.068, 0.987, -0.106, 0, 0, 0, , , , , , , 0.604, 0.714, -179.423, -5.140, -76.220, 17.100, 28.92, -0.02991, 0.01947, 0.75137, 0.65881,
 09:57:58.592,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.630, 0.055, 0.908, -0.357, -0.122, 0.671, -0.061, , , , , , , -2.708, -1.78, -145.838, -12.113, -49.000, 37.147, 26.45, 0.16763, 0.23959, -0.79941, -0.52472,
 09:57:58.594,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.840, 0.108, 0.996, 0.004, 0, 0, 0, , , , , , , -0.412, -0.022, -52.861, -22.807, -55.740, -12.913, 27.93, 0.65524, 0.60876, -0.34729, -0.28171,
 09:57:58.684,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.035, 0.061, 0.99, -0.106, 0, 0, 0, , , , , , , 0.577, 0.747, -179.401, -5.140, -76.220, 17.100, 28.92, -0.02991, 0.01947, 0.75137, 0.65881,
 09:57:58.712,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.630, 0.051, 0.898, -0.36, 3.174, -0.366, 0.732, , , , , , , -2.812, -1.923, -145.887, -12.933, -49.000, 35.600, 26.45, 0.16763, 0.23959, -0.79941, -0.52472,
 09:57:58.713,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.840, 0.108, 0.995, 0.009, 0, 0, 0, , , , , , , -0.533, -0.038, -52.866, -22.807, -55.740, -12.913, 27.93, 0.65524, 0.60876, -0.34729, -0.28171,
 09:57:58.714,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.035, 0.068, 0.989, -0.108, 0, 0, 0, , , , , , , 0.544, 0.758, -179.379, -5.140, -76.220, 17.100, 28.92, -0.02991, 0.01947, 0.75137, 0.65881,
 09:57:58.802,fe:77:90:13:0e:6b, 2015-01-01 00:33:46.630, 0.043, 0.906, -0.363, 3.418, -1.831, -0.183, , , , , , , -2.845, -1.972, -145.871, -12.933, -49.000, 35.600, 26.45, 0.17242, 0.23755, -0.79816, -0.52597,
 09:57:58.804,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.840, 0.11, 0.995, 0.008, 0, 0, 0, , , , , , , -0.599, -0.038, -52.883, -22.640, -56.353, -12.987, 27.93, 0.65524, 0.60876, -0.34729, -0.28171,
 09:57:58.836,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.035, 0.071, 0.986, -0.107, 2.319, -1.526, -0.183, , , , , , , 0.604, 0.786, -179.533, -5.287, -75.920, 16.733, 28.92, -0.02991, 0.01947, 0.75137, 0.65881,
 09:57:58.892,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.045, 0.044, 0.897, -0.372, 6.226, -3.174, -1.465, , , , , , , -2.631, -1.912, -145.997, -12.933, -49.000, 35.600, 26.45, 0.17242, 0.23755, -0.79816, -0.52597,
 09:57:58.924,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.360, 0.068, 0.988, -0.107, 1.953, -1.465, 0.122, , , , , , , 0.637, 0.813, -179.555, -5.287, -75.920, 16.733, 28.92, -0.02856, 0.01987, 0.75165, 0.65857,
 09:57:58.982,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.045, 0.046, 0.894, -0.392, 5.188, -1.709, 0, , , , , , , -2.131, -1.851, -146.217, -12.933, -49.000, 35.600, 26.45, 0.17242, 0.23755, -0.79816, -0.52597,
 09:57:58.984,cd:75:20:e1:ef:ef, 2015-01-01 00:33:44.840, 0.109, 0.992, 0.017, 0, 0, 0, , , , , , , -0.582, -0.033, -52.888, -22.640, -56.353, -12.987, 27.93, 0.65601, 0.60776, -0.34708, -0.28232,
 09:57:59.013,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.315, 0.107, 0.993, 0.02, 0, 0, 0, , , , , , , -0.582, -0.027, -52.883, -22.640, -56.353, -12.987, 27.93, 0.65601, 0.60776, -0.34708, -0.28232,
 09:57:59.044,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.360, 0.067, 0.989, -0.103, 0.732, -0.122, 0, , , , , , , 0.599, 0.818, -179.555, -5.287, -75.920, 16.733, 28.92, -0.02856, 0.01987, 0.75165, 0.65857,
 09:57:59.102,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.045, 0.052, 0.894, -0.392, 1.16, 1.221, -0.183, , , , , , , -1.934, -1.934, -146.217, -12.933, -49.000, 35.600, 26.45, 0.17242, 0.23755, -0.79816, -0.52597,
 09:57:59.134,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.315, 0.105, 0.99, 0.022, 0, 0, 0, , , , , , , -0.588, -0.027, -52.888, -22.640, -56.353, -12.987, 27.93, 0.65601, 0.60776, -0.34708, -0.28232,
 09:57:59.136,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.360, 0.064, 0.991, -0.115, 1.221, -0.366, 0, , , , , , , 0.566, 0.818, -179.55, -5.287, -75.920, 16.733, 28.92, -0.02856, 0.01987, 0.75165, 0.65857,
 09:57:59.193,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.045, 0.041, 0.893, -0.387, 0.916, 0.549, 0, , , , , , , -1.956, -2.065, -146.239, -12.520, -48.780, 37.227, 26.45, 0.17242, 0.23755, -0.79816, -0.52597,
 09:57:59.253,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.315, 0.108, 0.992, 0.016, 0, 0, 0, , , , , , , -0.571, -0.022, -52.905, -22.640, -56.353, -12.987, 27.93, 0.65601, 0.60776, -0.34708, -0.28232,
 09:57:59.257,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.360, 0.062, 0.983, -0.124, 2.258, -1.038, -0.61, , , , , , , 0.549, 0.84, -179.522, -5.200, -76.180, 16.240, 28.92, -0.0285, 0.01944, 0.75107, 0.65924,
 09:57:59.345,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.720, 0.065, 0.989, -0.115, 2.441, -1.587, 0, , , , , , , 0.533, 0.868, -179.511, -5.200, -76.180, 16.240, 28.92, -0.0285, 0.01944, 0.75107, 0.65924,
 09:57:59.373,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.315, 0.105, 0.992, 0.015, 0, 0, 0, , , , , , , -0.582, -0.027, -52.899, -23.140, -55.800, -13.887, 27.93, 0.65601, 0.60776, -0.34708, -0.28232,
 09:57:59.403,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.315, 0.108, 0.991, 0.02, 0, 0, 0, , , , , , , -0.571, -0.022, -52.916, -23.140, -55.800, -13.887, 27.93, 0.65585, 0.60773, -0.34723, -0.2825,
 09:57:59.465,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.720, 0.062, 0.992, -0.126, 1.343, -1.526, -0.183, , , , , , , 0.516, 0.879, -179.495, -5.200, -76.180, 16.240, 28.92, -0.0285, 0.01944, 0.75107, 0.65924,
 09:57:59.491,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.045, 0.051, 0.886, -0.387, 1.831, -1.038, -1.587, , , , , , , -1.972, -2.109, -146.223, -12.520, -48.780, 37.227, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:57:59.523,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.825, 0.106, 0.993, 0.018, 0, 0, 0, , , , , , , -0.566, -0.016, -52.921, -23.140, -55.800, -13.887, 27.93, 0.65585, 0.60773, -0.34723, -0.2825,
 09:57:59.523,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.034, 0.903, -0.4, -0.854, -0.916, -1.221, , , , , , , -1.978, -2.142, -146.212, -12.520, -48.780, 37.227, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:57:59.525,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.720, 0.064, 0.983, -0.128, 1.099, -0.977, 0.366, , , , , , , 0.505, 0.89, -179.484, -5.200, -76.180, 16.240, 28.92, -0.0285, 0.01944, 0.75107, 0.65924,
 09:57:59.553,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.041, 0.895, -0.39, -2.502, -1.038, -2.075, , , , , , , -1.972, -2.181, -146.201, -12.520, -48.780, 37.227, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:57:59.583,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.036, 0.898, -0.375, -1.16, -2.502, -1.709, , , , , , , -1.989, -2.208, -146.179, -12.520, -48.780, 37.227, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:57:59.613,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.825, 0.108, 0.992, 0.018, 0, 0, 0, , , , , , , -0.555, -0.011, -52.921, -23.140, -55.800, -13.887, 27.93, 0.65585, 0.60773, -0.34723, -0.2825,
 09:57:59.645,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:42.720, 0.066, 0.987, -0.127, 2.197, -1.16, 0.977, , , , , , , 0.505, 0.89, -179.473, -5.520, -76.133, 17.453, 28.92, -0.02853, 0.01892, 0.75089, 0.65945,
 09:57:59.732,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.04, 0.896, -0.379, 0.122, -1.892, -1.587, , , , , , , -2.016, -2.236, -146.157, -12.520, -48.780, 37.227, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:57:59.732,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.825, 0.105, 0.987, 0.025, 0, 0, 0, , , , , , , -0.549, -0.011, -52.932, -23.000, -55.907, -13.040, 27.93, 0.65585, 0.60773, -0.34723, -0.2825,
 09:57:59.734,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:43.135, 0.064, 0.981, -0.127, 0.854, -0.305, 1.282, , , , , , , 0.5, 0.895, -179.467, -5.520, -76.133, 17.453, 28.92, -0.02853, 0.01892, 0.75089, 0.65945,
 09:57:59.824,cd:75:20:e1:ef:ef, 2015-01-01 00:33:45.825, 0.105, 0.992, 0.02, 0, 0, 0, , , , , , , -0.549, -0.005, -52.938, -23.000, -55.907, -13.040, 27.93, 0.65564, 0.60788, -0.34726, -0.28268,
 09:57:59.852,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.04, 0.901, -0.377, -1.16, -0.793, -0.854, , , , , , , -2.043, -2.258, -146.14, -12.520, -48.780, 37.227, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:57:59.854,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:43.135, 0.068, 0.998, -0.127, 0, 0, 0, , , , , , , 0.494, 0.895, -179.456, -5.520, -76.133, 17.453, 28.92, -0.02853, 0.01892, 0.75089, 0.65945,
 09:57:59.913,cd:75:20:e1:ef:ef, 2015-01-01 00:33:46.240, 0.104, 0.992, 0.023, 0, 0, 0, , , , , , , -0.555, -0.005, -52.932, -23.000, -55.907, -13.040, 27.93, 0.65564, 0.60788, -0.34726, -0.28268,
 09:57:59.946,ea:e4:fd:d7:dc:2a, 2015-01-01 00:33:43.135, 0.065, 0.992, -0.133, 0, 0, 0, , , , , , , 0.494, 0.884, -179.445, -5.520, -76.133, 17.453, 28.92, -0.02853, 0.01892, 0.75089, 0.65945,
 09:57:59.972,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.038, 0.899, -0.376, -0.305, 0.916, -1.16, , , , , , , -2.071, -2.285, -146.129, -12.960, -49.153, 36.927, 26.45, 0.16998, 0.23587, -0.80304, -0.52008,
 09:58:00.003,fe:77:90:13:0e:6b, 2015-01-01 00:33:47.520, 0.045, 0.904, -0.372, 0.183, -0.793, -0.061, , , , , , , -2.104, -2.313, -146.096, -12.960, -49.153, 36.927, 26.45, 0.17224, 0.23572, -0.80237, -0.52045,
 09:58:00.003,cd:75:20:e1:ef:ef, 2015-01-01 00:33:46.240, 0.111, 0.99, 0.021, 0, 0, 0, , , , , , , -0.538, -0.016, -52.932, -23.000, -55.907, -13.040, 27.93, 0.65564, 0.60788, -0.34726, -0.28268,
