participant,time,nested_time,device_name,device_location,angle_x,posture
1,112.643,6.643000000000001,fe:77:90:13:0e:6b,Neck,5.257,good5
1,112.673,6.673000000000002,fe:77:90:13:0e:6b,Neck,5.208,good5
1,112.675,6.674999999999997,cd:75:20:e1:ef:ef,Lower back,6.702,good5
1,112.763,6.763000000000005,fe:77:90:13:0e:6b,Neck,5.158,good5
1,112.79599999999999,6.795999999999992,cd:75:20:e1:ef:ef,Lower back,6.685,good5
1,112.853,6.852999999999994,fe:77:90:13:0e:6b,Neck,5.438,good5
1,112.88499999999999,6.884999999999991,cd:75:20:e1:ef:ef,Lower back,6.636,good5
1,112.973,6.972999999999999,fe:77:90:13:0e:6b,Neck,5.598,good5
1,113.005,7.0049999999999955,cd:75:20:e1:ef:ef,Lower back,6.685,good5
1,113.06299999999999,7.062999999999988,fe:77:90:13:0e:6b,Neck,5.565,good5
1,113.064,7.063999999999993,cd:75:20:e1:ef:ef,Lower back,6.696,good5
1,113.185,7.185000000000002,cd:75:20:e1:ef:ef,Lower back,6.652,good5
1,113.243,7.242999999999995,fe:77:90:13:0e:6b,Neck,5.526,good5
1,113.27199999999999,7.271999999999991,fe:77:90:13:0e:6b,Neck,5.477,good5
1,113.304,7.304000000000002,cd:75:20:e1:ef:ef,Lower back,6.641,good5
1,113.394,7.3940000000000055,cd:75:20:e1:ef:ef,Lower back,6.625,good5
1,113.394,7.3940000000000055,fe:77:90:13:0e:6b,Neck,5.427,good5
1,113.485,7.484999999999999,cd:75:20:e1:ef:ef,Lower back,6.608,good5
1,113.513,7.513000000000005,fe:77:90:13:0e:6b,Neck,5.372,good5
1,113.604,7.603999999999999,cd:75:20:e1:ef:ef,Lower back,6.625,good5
1,113.662,7.662000000000006,fe:77:90:13:0e:6b,Neck,5.323,good5
1,113.69399999999999,7.693999999999988,cd:75:20:e1:ef:ef,Lower back,6.647,good5
1,113.69399999999999,7.693999999999988,fe:77:90:13:0e:6b,Neck,5.268,good5
1,113.78399999999999,7.783999999999992,fe:77:90:13:0e:6b,Neck,5.229,good5
1,113.815,7.814999999999998,cd:75:20:e1:ef:ef,Lower back,6.63,good5
1,113.87299999999999,7.8729999999999905,fe:77:90:13:0e:6b,Neck,5.191,good5
1,113.875,7.875,cd:75:20:e1:ef:ef,Lower back,6.625,good5
1,113.99199999999999,7.99199999999999,fe:77:90:13:0e:6b,Neck,5.169,good5
1,113.994,7.994,cd:75:20:e1:ef:ef,Lower back,6.608,good5
1,114.084,8.084000000000003,fe:77:90:13:0e:6b,Neck,5.147,good5
1,114.084,8.084000000000003,cd:75:20:e1:ef:ef,Lower back,6.597,good5
1,114.174,8.174000000000007,fe:77:90:13:0e:6b,Neck,5.131,good5
1,114.205,8.204999999999998,cd:75:20:e1:ef:ef,Lower back,6.592,good5
1,114.264,8.263999999999996,fe:77:90:13:0e:6b,Neck,5.103,good5
1,114.29499999999999,8.294999999999987,cd:75:20:e1:ef:ef,Lower back,6.597,good5
1,114.383,8.382999999999996,fe:77:90:13:0e:6b,Neck,5.076,good5
1,114.41399999999999,8.413999999999987,cd:75:20:e1:ef:ef,Lower back,6.603,good5
1,114.47399999999999,8.47399999999999,cd:75:20:e1:ef:ef,Lower back,6.608,good5
1,114.53299999999999,8.532999999999987,fe:77:90:13:0e:6b,Neck,5.032,good5
1,114.625,8.625,cd:75:20:e1:ef:ef,Lower back,6.614,good5
1,114.65299999999999,8.652999999999992,fe:77:90:13:0e:6b,Neck,4.977,good5
1,114.68299999999999,8.682999999999993,fe:77:90:13:0e:6b,Neck,4.916,good5
1,114.685,8.685000000000002,cd:75:20:e1:ef:ef,Lower back,6.619,good5
1,114.80199999999999,8.801999999999992,fe:77:90:13:0e:6b,Neck,4.823,good5
1,114.804,8.804000000000002,cd:75:20:e1:ef:ef,Lower back,6.625,good5
1,114.864,8.864000000000004,fe:77:90:13:0e:6b,Neck,4.598,good5
1,114.895,8.894999999999996,cd:75:20:e1:ef:ef,Lower back,6.636,good5
1,114.984,8.983999999999995,fe:77:90:13:0e:6b,Neck,4.406,good5
1,115.014,9.013999999999996,cd:75:20:e1:ef:ef,Lower back,6.597,good5
1,115.102,9.102000000000004,fe:77:90:13:0e:6b,Neck,4.23,good5
1,115.104,9.104,cd:75:20:e1:ef:ef,Lower back,6.614,good5
1,115.193,9.192999999999998,fe:77:90:13:0e:6b,Neck,4.01,good5
1,115.28399999999999,9.283999999999992,fe:77:90:13:0e:6b,Neck,3.785,good5
1,115.285,9.284999999999997,cd:75:20:e1:ef:ef,Lower back,6.619,good5
1,115.287,9.287000000000006,cd:75:20:e1:ef:ef,Lower back,6.619,good5
1,115.434,9.4339999999999975,cd:75:20:e1:ef:ef,Lower back,6.619,good5
1,115.463,9.462999999999994,fe:77:90:13:0e:6b,Neck,3.598,good5
1,115.495,9.495000000000005,cd:75:20:e1:ef:ef,Lower back,6.614,good5
1,115.55199999999999,9.551999999999992,fe:77:90:13:0e:6b,Neck,3.51,good5
1,115.584,9.584000000000003,fe:77:90:13:0e:6b,Neck,3.428,good5
2,-2,-2,ea:e4:fd:d7:dc:2a,Mid-back,-0.945,good1
2,-1.9989999999999988,-1.9989999999999988,fe:77:90:13:0e:6b,Neck,-6.531,good1
2,-1.9079999999999977,-1.9079999999999977,cd:75:20:e1:ef:ef,Lower back,0.439,good1
2,-1.879999999999999,-1.879999999999999,ea:e4:fd:d7:dc:2a,Mid-back,-0.961,good1
2,-1.879999999999999,-1.879999999999999,fe:77:90:13:0e:6b,Neck,-6.603,good1
2,-1.818999999999999,-1.818999999999999,cd:75:20:e1:ef:ef,Lower back,0.439,good1
2,-1.7910000000000004,-1.7910000000000004,fe:77:90:13:0e:6b,Neck,-6.658,good1
2,-1.698999999999998,-1.698999999999998,ea:e4:fd:d7:dc:2a,Mid-back,-0.983,good1
2,-1.6969999999999992,-1.6969999999999992,cd:75:20:e1:ef:ef,Lower back,0.45,good1
2,-1.6709999999999994,-1.6709999999999994,fe:77:90:13:0e:6b,Neck,-6.713,good1
2,-1.6690000000000005,-1.6690000000000005,ea:e4:fd:d7:dc:2a,Mid-back,-1.005,good1
2,-1.6069999999999993,-1.6069999999999993,cd:75:20:e1:ef:ef,Lower back,0.456,good1
2,-1.5809999999999995,-1.5809999999999995,fe:77:90:13:0e:6b,Neck,-6.762,good1
2,-1.4899999999999984,-1.4899999999999984,ea:e4:fd:d7:dc:2a,Mid-back,-1.027,good1
2,-1.4879999999999995,-1.4879999999999995,cd:75:20:e1:ef:ef,Lower back,0.461,good1
2,-1.4609999999999985,-1.4609999999999985,fe:77:90:13:0e:6b,Neck,-6.839,good1
2,-1.4589999999999996,-1.4589999999999996,ea:e4:fd:d7:dc:2a,Mid-back,-1.044,good1
2,-1.4289999999999985,-1.4289999999999985,ea:e4:fd:d7:dc:2a,Mid-back,-1.071,good1
2,-1.3699999999999974,-1.3699999999999974,fe:77:90:13:0e:6b,Neck,-6.735,good1
2,-1.3679999999999986,-1.3679999999999986,cd:75:20:e1:ef:ef,Lower back,0.472,good1
2,-1.2759999999999998,-1.2759999999999998,cd:75:20:e1:ef:ef,Lower back,0.478,good1
2,-1.2479999999999976,-1.2479999999999976,ea:e4:fd:d7:dc:2a,Mid-back,-1.093,good1
2,-1.2199999999999989,-1.2199999999999989,fe:77:90:13:0e:6b,Neck,-6.493,good1
2,-1.2159999999999975,-1.2159999999999975,cd:75:20:e1:ef:ef,Lower back,0.478,good1
2,-1.158999999999999,-1.158999999999999,ea:e4:fd:d7:dc:2a,Mid-back,-1.115,good1
2,-1.1289999999999978,-1.1289999999999978,ea:e4:fd:d7:dc:2a,Mid-back,-1.143,good1
2,-1.100999999999999,-1.100999999999999,fe:77:90:13:0e:6b,Neck,-6.328,good1
2,-1.0990000000000002,-1.0990000000000002,cd:75:20:e1:ef:ef,Lower back,0.478,good1
2,-1.070999999999998,-1.070999999999998,fe:77:90:13:0e:6b,Neck,-6.235,good1
2,-1.038999999999998,-1.038999999999998,ea:e4:fd:d7:dc:2a,Mid-back,-1.159,good1
2,-1.0090000000000003,-1.0090000000000003,cd:75:20:e1:ef:ef,Lower back,0.483,good1
2,-0.9809999999999981,-0.9809999999999981,fe:77:90:13:0e:6b,Neck,-5.96,good1
2,-0.9489999999999981,-0.9489999999999981,ea:e4:fd:d7:dc:2a,Mid-back,-1.176,good1
2,-0.8610000000000007,-0.8610000000000007,fe:77:90:13:0e:6b,Neck,-5.817,good1
2,-0.8569999999999993,-0.8569999999999993,cd:75:20:e1:ef:ef,Lower back,0.494,good1
2,-0.8290000000000006,-0.8290000000000006,ea:e4:fd:d7:dc:2a,Mid-back,-1.192,good1
2,-0.7989999999999995,-0.7989999999999995,cd:75:20:e1:ef:ef,Lower back,0.494,good1
2,-0.7409999999999997,-0.7409999999999997,fe:77:90:13:0e:6b,Neck,-6.108,good1
2,-0.7089999999999996,-0.7089999999999996,ea:e4:fd:d7:dc:2a,Mid-back,-1.214,good1
2,-0.6789999999999985,-0.6789999999999985,cd:75:20:e1:ef:ef,Lower back,0.5,good1
2,-0.6209999999999987,-0.6209999999999987,fe:77:90:13:0e:6b,Neck,-6.147,good1
2,-0.5909999999999975,-0.5909999999999975,fe:77:90:13:0e:6b,Neck,-6.191,good1
2,-0.5889999999999986,-0.5889999999999986,cd:75:20:e1:ef:ef,Lower back,0.505,good1
2,-0.5589999999999975,-0.5589999999999975,ea:e4:fd:d7:dc:2a,Mid-back,-1.23,good1
2,-0.49599999999999866,-0.49599999999999866,cd:75:20:e1:ef:ef,Lower back,0.511,good1
2,-0.46999999999999886,-0.46999999999999886,fe:77:90:13:0e:6b,Neck,-6.218,good1
2,-0.4399999999999977,-0.4399999999999977,ea:e4:fd:d7:dc:2a,Mid-back,-1.247,good1
2,-0.40700000000000003,-0.40700000000000003,cd:75:20:e1:ef:ef,Lower back,0.511,good1
2,-0.3810000000000002,-0.3810000000000002,fe:77:90:13:0e:6b,Neck,-6.24,good1
2,-0.3490000000000002,-0.3490000000000002,ea:e4:fd:d7:dc:2a,Mid-back,-1.258,good1
2,-0.31899999999999906,-0.31899999999999906,ea:e4:fd:d7:dc:2a,Mid-back,-1.274,good1
2,-0.2889999999999979,-0.2889999999999979,cd:75:20:e1:ef:ef,Lower back,0.516,good1
2,-0.25900000000000034,-0.25900000000000034,fe:77:90:13:0e:6b,Neck,-6.262,good1
2,-0.2289999999999992,-0.2289999999999992,ea:e4:fd:d7:dc:2a,Mid-back,-1.291,good1
2,-0.19699999999999918,-0.19699999999999918,cd:75:20:e1:ef:ef,Lower back,0.522,good1
2,-0.14099999999999824,-0.14099999999999824,fe:77:90:13:0e:6b,Neck,-6.279,good1
2,-0.10899999999999821,-0.10899999999999821,ea:e4:fd:d7:dc:2a,Mid-back,-1.296,good1
2,-0.0779999999999994,-0.0779999999999994,cd:75:20:e1:ef:ef,Lower back,0.533,good1
2,-0.021999999999998465,-0.021999999999998465,fe:77:90:13:0e:6b,Neck,-6.29,good1
2,-0.019999999999999574,-0.019999999999999574,ea:e4:fd:d7:dc:2a,Mid-back,-1.307,good1
2,0.007999999999999119,0.007999999999999119,fe:77:90:13:0e:6b,Neck,-6.306,good1
2,0.012000000000000455,0.012000000000000455,cd:75:20:e1:ef:ef,Lower back,0.533,good1
2,0.07400000000000162,0.07400000000000162,ea:e4:fd:d7:dc:2a,Mid-back,-1.318,good1
2,0.13000000000000256,0.13000000000000256,fe:77:90:13:0e:6b,Neck,-6.317,good1
2,0.13400000000000034,0.13400000000000034,cd:75:20:e1:ef:ef,Lower back,0.544,good1
2,0.1980000000000004,0.1980000000000004,cd:75:20:e1:ef:ef,Lower back,0.549,good1
2,0.2510000000000012,0.2510000000000012,ea:e4:fd:d7:dc:2a,Mid-back,-1.34,good1
2,0.28100000000000236,0.28100000000000236,fe:77:90:13:0e:6b,Neck,-6.339,good1
2,0.28300000000000125,0.28300000000000125,ea:e4:fd:d7:dc:2a,Mid-back,-1.351,good1
2,0.31099999999999994,0.31099999999999994,cd:75:20:e1:ef:ef,Lower back,0.56,good1
2,0.370000000000001,0.370000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.373,good1
2,0.402000000000001,0.402000000000001,cd:75:20:e1:ef:ef,Lower back,0.571,good1
2,0.42900000000000205,0.42900000000000205,fe:77:90:13:0e:6b,Neck,-6.119,good1
2,0.46000000000000085,0.46000000000000085,fe:77:90:13:0e:6b,Neck,-5.658,good1
2,0.490000000000002,0.490000000000002,ea:e4:fd:d7:dc:2a,Mid-back,-1.395,good1
2,0.522000000000002,0.522000000000002,cd:75:20:e1:ef:ef,Lower back,0.571,good1
2,0.5489999999999995,0.5489999999999995,fe:77:90:13:0e:6b,Neck,-5.559,good1
2,0.5809999999999995,0.5809999999999995,ea:e4:fd:d7:dc:2a,Mid-back,-1.406,good1
2,0.6410000000000018,0.6410000000000018,fe:77:90:13:0e:6b,Neck,-5.559,good1
2,0.6430000000000007,0.6430000000000007,cd:75:20:e1:ef:ef,Lower back,0.577,good1
2,0.7319999999999993,0.7319999999999993,fe:77:90:13:0e:6b,Neck,-5.427,good1
2,0.7319999999999993,0.7319999999999993,ea:e4:fd:d7:dc:2a,Mid-back,-1.423,good1
2,0.7340000000000018,0.7340000000000018,cd:75:20:e1:ef:ef,Lower back,0.582,good1
2,0.7920000000000016,0.7920000000000016,cd:75:20:e1:ef:ef,Lower back,0.588,good1
2,0.8200000000000003,0.8200000000000003,fe:77:90:13:0e:6b,Neck,-4.993,good1
2,0.8500000000000014,0.8500000000000014,ea:e4:fd:d7:dc:2a,Mid-back,-1.428,good1
2,0.8800000000000026,0.8800000000000026,ea:e4:fd:d7:dc:2a,Mid-back,-1.439,good1
2,0.9120000000000026,0.9120000000000026,cd:75:20:e1:ef:ef,Lower back,0.588,good1
2,1,1,fe:77:90:13:0e:6b,Neck,-4.812,good1
2,1.0020000000000024,1.0020000000000024,ea:e4:fd:d7:dc:2a,Mid-back,-1.445,good1
2,1.0020000000000024,1.0020000000000024,cd:75:20:e1:ef:ef,Lower back,0.588,good1
2,1.029,1.029,fe:77:90:13:0e:6b,Neck,-4.79,good1
2,1.091000000000001,1.091000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.45,good1
2,1.123000000000001,1.123000000000001,cd:75:20:e1:ef:ef,Lower back,0.593,good1
2,1.149000000000001,1.149000000000001,fe:77:90:13:0e:6b,Neck,-4.768,good1
2,1.181000000000001,1.181000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.434,good1
2,1.243000000000002,1.243000000000002,cd:75:20:e1:ef:ef,Lower back,0.604,good1
2,1.269000000000002,1.269000000000002,fe:77:90:13:0e:6b,Neck,-4.746,good1
2,1.2710000000000008,1.2710000000000008,ea:e4:fd:d7:dc:2a,Mid-back,-1.445,good1
2,1.3320000000000007,1.3320000000000007,cd:75:20:e1:ef:ef,Lower back,0.61,good1
2,1.3880000000000017,1.3880000000000017,fe:77:90:13:0e:6b,Neck,-4.724,good1
2,1.3930000000000007,1.3930000000000007,cd:75:20:e1:ef:ef,Lower back,0.615,good1
2,1.4179999999999993,1.4179999999999993,fe:77:90:13:0e:6b,Neck,-4.702,good1
2,1.5100000000000016,1.5100000000000016,ea:e4:fd:d7:dc:2a,Mid-back,-1.461,good1
2,1.5390000000000015,1.5390000000000015,fe:77:90:13:0e:6b,Neck,-4.68,good1
2,1.5399999999999991,1.5399999999999991,ea:e4:fd:d7:dc:2a,Mid-back,-1.478,good1
2,1.5420000000000016,1.5420000000000016,cd:75:20:e1:ef:ef,Lower back,0.626,good1
2,1.6039999999999992,1.6039999999999992,cd:75:20:e1:ef:ef,Lower back,0.632,good1
2,1.6290000000000013,1.6290000000000013,fe:77:90:13:0e:6b,Neck,-4.664,good1
2,1.6600000000000001,1.6600000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.489,good1
2,1.6900000000000013,1.6900000000000013,ea:e4:fd:d7:dc:2a,Mid-back,-1.494,good1
2,1.7240000000000002,1.7240000000000002,cd:75:20:e1:ef:ef,Lower back,0.632,good1
2,1.75,1.75,fe:77:90:13:0e:6b,Neck,-4.642,good1
2,1.7810000000000024,1.7810000000000024,ea:e4:fd:d7:dc:2a,Mid-back,-1.511,good1
2,1.811,1.811,cd:75:20:e1:ef:ef,Lower back,0.643,good1
2,1.8390000000000022,1.8390000000000022,fe:77:90:13:0e:6b,Neck,-4.631,good1
2,1.9000000000000021,1.9000000000000021,ea:e4:fd:d7:dc:2a,Mid-back,-1.522,good1
2,1.9320000000000022,1.9320000000000022,cd:75:20:e1:ef:ef,Lower back,0.648,good1
2,1.9600000000000009,1.9600000000000009,fe:77:90:13:0e:6b,Neck,-4.614,good1
2,2.0199999999999996,2.0199999999999996,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,2.024000000000001,2.024000000000001,cd:75:20:e1:ef:ef,Lower back,0.648,good1
2,2.141000000000002,2.141000000000002,cd:75:20:e1:ef:ef,Lower back,0.654,good1
2,2.1690000000000005,2.1690000000000005,ea:e4:fd:d7:dc:2a,Mid-back,-1.533,good1
2,2.1690000000000005,2.1690000000000005,fe:77:90:13:0e:6b,Neck,-4.598,good1
2,2.2010000000000005,2.2010000000000005,cd:75:20:e1:ef:ef,Lower back,0.665,good1
2,2.2010000000000005,2.2010000000000005,ea:e4:fd:d7:dc:2a,Mid-back,-1.549,good1
2,2.2310000000000016,2.2310000000000016,ea:e4:fd:d7:dc:2a,Mid-back,-1.566,good1
2,2.2590000000000003,2.2590000000000003,fe:77:90:13:0e:6b,Neck,-4.592,good1
2,2.3210000000000015,2.3210000000000015,cd:75:20:e1:ef:ef,Lower back,0.67,good1
2,2.3210000000000015,2.3210000000000015,ea:e4:fd:d7:dc:2a,Mid-back,-1.577,good1
2,2.3790000000000013,2.3790000000000013,fe:77:90:13:0e:6b,Neck,-4.592,good1
2,2.4090000000000025,2.4090000000000025,fe:77:90:13:0e:6b,Neck,-4.592,good1
2,2.4110000000000014,2.4110000000000014,ea:e4:fd:d7:dc:2a,Mid-back,-1.593,good1
2,2.4130000000000003,2.4130000000000003,cd:75:20:e1:ef:ef,Lower back,0.67,good1
2,2.4700000000000024,2.4700000000000024,ea:e4:fd:d7:dc:2a,Mid-back,-1.615,good1
2,2.529,2.529,fe:77:90:13:0e:6b,Neck,-4.598,good1
2,2.561,2.561,cd:75:20:e1:ef:ef,Lower back,0.676,good1
2,2.621000000000002,2.621000000000002,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,2.623000000000001,2.623000000000001,cd:75:20:e1:ef:ef,Lower back,0.681,good1
2,2.623000000000001,2.623000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.626,good1
2,2.7390000000000008,2.7390000000000008,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,2.7409999999999997,2.7409999999999997,cd:75:20:e1:ef:ef,Lower back,0.687,good1
2,2.779,2.779,ea:e4:fd:d7:dc:2a,Mid-back,-1.637,good1
2,2.833000000000002,2.833000000000002,cd:75:20:e1:ef:ef,Lower back,0.692,good1
2,2.8580000000000005,2.8580000000000005,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,2.8900000000000006,2.8900000000000006,ea:e4:fd:d7:dc:2a,Mid-back,-1.659,good1
2,2.9520000000000017,2.9520000000000017,cd:75:20:e1:ef:ef,Lower back,0.692,good1
2,2.9800000000000004,2.9800000000000004,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,2.9800000000000004,2.9800000000000004,ea:e4:fd:d7:dc:2a,Mid-back,-1.67,good1
2,3.0120000000000005,3.0120000000000005,cd:75:20:e1:ef:ef,Lower back,0.698,good1
2,3.0710000000000015,3.0710000000000015,ea:e4:fd:d7:dc:2a,Mid-back,-1.681,good1
2,3.099,3.099,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,3.100999999999999,3.100999999999999,ea:e4:fd:d7:dc:2a,Mid-back,-1.692,good1
2,3.1310000000000002,3.1310000000000002,cd:75:20:e1:ef:ef,Lower back,0.703,good1
2,3.1590000000000025,3.1590000000000025,fe:77:90:13:0e:6b,Neck,-4.609,good1
2,3.2230000000000025,3.2230000000000025,cd:75:20:e1:ef:ef,Lower back,0.709,good1
2,3.25,3.25,ea:e4:fd:d7:dc:2a,Mid-back,-1.708,good1
2,3.25,3.25,fe:77:90:13:0e:6b,Neck,-4.609,good1
2,3.3500000000000014,3.3500000000000014,ea:e4:fd:d7:dc:2a,Mid-back,-1.719,good1
2,3.3500000000000014,3.3500000000000014,cd:75:20:e1:ef:ef,Lower back,0.714,good1
2,3.370000000000001,3.370000000000001,fe:77:90:13:0e:6b,Neck,-4.614,good1
2,3.4299999999999997,3.4299999999999997,ea:e4:fd:d7:dc:2a,Mid-back,-1.736,good1
2,3.432000000000002,3.432000000000002,cd:75:20:e1:ef:ef,Lower back,0.72,good1
2,3.460000000000001,3.460000000000001,fe:77:90:13:0e:6b,Neck,-4.62,good1
2,3.5199999999999996,3.5199999999999996,ea:e4:fd:d7:dc:2a,Mid-back,-1.747,good1
2,3.5489999999999995,3.5489999999999995,fe:77:90:13:0e:6b,Neck,-4.625,good1
2,3.5519999999999996,3.5519999999999996,cd:75:20:e1:ef:ef,Lower back,0.725,good1
2,3.6110000000000007,3.6110000000000007,cd:75:20:e1:ef:ef,Lower back,0.731,good1
2,3.6389999999999993,3.6389999999999993,ea:e4:fd:d7:dc:2a,Mid-back,-1.752,good1
2,3.6400000000000006,3.6400000000000006,fe:77:90:13:0e:6b,Neck,-4.631,good1
2,3.7330000000000005,3.7330000000000005,cd:75:20:e1:ef:ef,Lower back,0.736,good1
2,3.7600000000000016,3.7600000000000016,fe:77:90:13:0e:6b,Neck,-4.631,good1
2,3.7609999999999992,3.7609999999999992,ea:e4:fd:d7:dc:2a,Mid-back,-1.758,good1
2,3.8210000000000015,3.8210000000000015,cd:75:20:e1:ef:ef,Lower back,0.742,good1
2,3.8500000000000014,3.8500000000000014,fe:77:90:13:0e:6b,Neck,-4.636,good1
2,3.9120000000000026,3.9120000000000026,ea:e4:fd:d7:dc:2a,Mid-back,-1.769,good1
2,3.9400000000000013,3.9400000000000013,fe:77:90:13:0e:6b,Neck,-4.642,good1
2,3.9400000000000013,3.9400000000000013,ea:e4:fd:d7:dc:2a,Mid-back,-1.774,good1
2,3.942,3.942,cd:75:20:e1:ef:ef,Lower back,0.747,good1
2,4.028000000000002,4.028000000000002,fe:77:90:13:0e:6b,Neck,-4.642,good1
2,4.062000000000001,4.062000000000001,cd:75:20:e1:ef:ef,Lower back,0.753,good1
2,4.09,4.09,ea:e4:fd:d7:dc:2a,Mid-back,-1.785,good1
2,4.150000000000002,4.150000000000002,fe:77:90:13:0e:6b,Neck,-4.636,good1
2,4.152000000000001,4.152000000000001,cd:75:20:e1:ef:ef,Lower back,0.758,good1
2,4.18,4.18,ea:e4:fd:d7:dc:2a,Mid-back,-1.791,good1
2,4.211000000000002,4.211000000000002,ea:e4:fd:d7:dc:2a,Mid-back,-1.791,good1
2,4.269000000000002,4.269000000000002,fe:77:90:13:0e:6b,Neck,-4.636,good1
2,4.301000000000002,4.301000000000002,cd:75:20:e1:ef:ef,Lower back,0.764,good1
2,4.301000000000002,4.301000000000002,ea:e4:fd:d7:dc:2a,Mid-back,-1.796,good1
2,4.359000000000002,4.359000000000002,fe:77:90:13:0e:6b,Neck,-4.631,good1
2,4.3629999999999995,4.3629999999999995,cd:75:20:e1:ef:ef,Lower back,0.769,good1
2,4.4510000000000005,4.4510000000000005,ea:e4:fd:d7:dc:2a,Mid-back,-1.807,good1
2,4.452999999999999,4.452999999999999,cd:75:20:e1:ef:ef,Lower back,0.775,good1
2,4.478999999999999,4.478999999999999,fe:77:90:13:0e:6b,Neck,-4.625,good1
2,4.542000000000002,4.542000000000002,cd:75:20:e1:ef:ef,Lower back,0.78,good1
2,4.57,4.57,fe:77:90:13:0e:6b,Neck,-4.62,good1
2,4.601000000000003,4.601000000000003,ea:e4:fd:d7:dc:2a,Mid-back,-1.807,good1
2,4.629000000000001,4.629000000000001,fe:77:90:13:0e:6b,Neck,-4.62,good1
2,4.6320000000000014,4.6320000000000014,cd:75:20:e1:ef:ef,Lower back,0.786,good1
2,4.661000000000001,4.661000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.818,good1
2,4.751000000000001,4.751000000000001,cd:75:20:e1:ef:ef,Lower back,0.791,good1
2,4.84,4.84,ea:e4:fd:d7:dc:2a,Mid-back,-1.829,good1
2,4.868000000000002,4.868000000000002,fe:77:90:13:0e:6b,Neck,-4.625,good1
2,4.870000000000001,4.870000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.84,good1
2,4.872,4.872,cd:75:20:e1:ef:ef,Lower back,0.797,good1
2,4.929000000000002,4.929000000000002,fe:77:90:13:0e:6b,Neck,-4.625,good1
2,4.961000000000002,4.961000000000002,ea:e4:fd:d7:dc:2a,Mid-back,-1.84,good1
2,4.993000000000002,4.993000000000002,cd:75:20:e1:ef:ef,Lower back,0.802,good1
2,5.02,5.02,fe:77:90:13:0e:6b,Neck,-4.625,good1
2,5.021000000000001,5.021000000000001,cd:75:20:e1:ef:ef,Lower back,0.813,good1
2,5.079000000000001,5.079000000000001,fe:77:90:13:0e:6b,Neck,-4.62,good1
2,5.1419999999999995,5.1419999999999995,cd:75:20:e1:ef:ef,Lower back,0.818,good1
2,5.172000000000001,5.172000000000001,fe:77:90:13:0e:6b,Neck,-4.609,good1
2,5.2330000000000005,5.2330000000000005,ea:e4:fd:d7:dc:2a,Mid-back,-1.846,good1
2,5.234000000000002,5.234000000000002,cd:75:20:e1:ef:ef,Lower back,0.829,good1
2,5.260999999999999,5.260999999999999,ea:e4:fd:d7:dc:2a,Mid-back,-1.851,good1
2,5.2890000000000015,5.2890000000000015,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,5.291,5.291,ea:e4:fd:d7:dc:2a,Mid-back,-1.857,good1
2,5.352,5.352,cd:75:20:e1:ef:ef,Lower back,0.835,good1
2,5.439,5.439,fe:77:90:13:0e:6b,Neck,-4.598,good1
2,5.440000000000001,5.440000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.862,good1
2,5.443000000000001,5.443000000000001,cd:75:20:e1:ef:ef,Lower back,0.84,good1
2,5.469000000000001,5.469000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.868,good1
2,5.469000000000001,5.469000000000001,fe:77:90:13:0e:6b,Neck,-4.598,good1
2,5.559000000000001,5.559000000000001,fe:77:90:13:0e:6b,Neck,-4.603,good1
2,5.561,5.561,cd:75:20:e1:ef:ef,Lower back,0.84,good1
2,5.620000000000001,5.620000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.873,good1
2,5.649000000000001,5.649000000000001,fe:77:90:13:0e:6b,Neck,-4.614,good1
2,5.650000000000002,5.650000000000002,ea:e4:fd:d7:dc:2a,Mid-back,-1.895,good1
2,5.652000000000001,5.652000000000001,cd:75:20:e1:ef:ef,Lower back,0.84,good1
2,5.710000000000001,5.710000000000001,ea:e4:fd:d7:dc:2a,Mid-back,-1.906,good1
2,5.77,5.77,fe:77:90:13:0e:6b,Neck,-4.62,good1
2,5.774000000000001,5.774000000000001,cd:75:20:e1:ef:ef,Lower back,0.846,good1
2,5.859999999999999,5.859999999999999,ea:e4:fd:d7:dc:2a,Mid-back,-1.923,good1
2,5.888999999999999,5.888999999999999,fe:77:90:13:0e:6b,Neck,-4.625,good1
2,5.888999999999999,5.888999999999999,ea:e4:fd:d7:dc:2a,Mid-back,-1.928,good1
2,5.8919999999999995,5.8919999999999995,cd:75:20:e1:ef:ef,Lower back,0.851,good1
2,5.981000000000002,5.981000000000002,fe:77:90:13:0e:6b,Neck,-4.625,good1
