Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:55:39.060,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:17.450, 0.146, 0.981, -0.067, 0, 0, 0, , , , , , , -0.412, -0.071, 149.178, 0.147, -78.480, 25.940, 29.85, 0.12912, 0.24152, 0.69315, 0.66669,
 13:55:39.092,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.055, 0.061, 0.927, -0.257, -6.165, -0.549, -1.282, , , , , , , -0.967, 0.291, -98.234, -5.207, -49.813, 13.033, 29.4, 0.41998, 0.50272, -0.6073, -0.4494,
 13:55:39.150,cd:75:20:e1:ef:ef, 2015-01-01 00:30:51.505, 0.099, 0.987, -0.062, 0, 0, 0, , , , , , , 0.445, -0.176, -9.91, -18.287, -72.187, -60.793, 28.47, 0.68567, 0.72116, -0.09512, -0.0249,
 13:55:39.150,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:17.930, 0.153, 0.985, -0.08, 0, 0, 0, , , , , , , -0.412, -0.071, 149.183, 0.147, -78.480, 25.940, 29.85, 0.12912, 0.24152, 0.69315, 0.66669,
 13:55:39.213,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.055, 0.043, 0.937, -0.246, 1.465, -0.854, -0.061, , , , , , , -1.099, 0.324, -98.212, -5.207, -49.813, 13.033, 29.4, 0.41998, 0.50217, -0.60657, -0.45096,
 13:55:39.311,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:17.930, 0.144, 0.979, -0.072, 0, 0, 0, , , , , , , -0.396, -0.082, 149.15, 0.147, -78.480, 25.940, 29.85, 0.12912, 0.24152, 0.69315, 0.66669,
 13:55:39.312,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.505, 0.047, 0.954, -0.239, 0.732, -0.732, -0.366, , , , , , , -1, 0.335, -98.201, -5.207, -49.813, 13.033, 29.4, 0.41998, 0.50217, -0.60657, -0.45096,
 13:55:39.313,cd:75:20:e1:ef:ef, 2015-01-01 00:30:51.505, 0.094, 0.99, -0.066, 0, 0, 0, , , , , , , 0.456, -0.176, -9.91, -18.073, -72.107, -61.107, 28.47, 0.68567, 0.72116, -0.09512, -0.0249,
 13:55:39.361,cd:75:20:e1:ef:ef, 2015-01-01 00:30:51.505, 0.097, 0.99, -0.059, 0, 0, 0, , , , , , , 0.467, -0.181, -9.91, -18.073, -72.107, -61.107, 28.47, 0.68539, 0.72144, -0.09521, -0.02478,
 13:55:39.391,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:17.930, 0.142, 0.98, -0.071, 0, 0, 0, , , , , , , -0.423, -0.071, 149.161, 0.100, -78.587, 26.027, 29.85, 0.12912, 0.24152, 0.69315, 0.66669,
 13:55:39.422,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.505, 0.059, 0.957, -0.247, 1.404, -0.183, 0.977, , , , , , , -0.725, 0.335, -98.053, -5.207, -49.813, 13.033, 29.4, 0.41998, 0.50217, -0.60657, -0.45096,
 13:55:39.451,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.096, 0.985, -0.071, 0, 0, 0, , , , , , , 0.472, -0.181, -9.915, -18.073, -72.107, -61.107, 28.47, 0.68539, 0.72144, -0.09521, -0.02478,
 13:55:39.480,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:17.930, 0.145, 0.99, -0.073, 0, 0, 0, , , , , , , -0.423, -0.077, 149.167, 0.100, -78.587, 26.027, 29.85, 0.12924, 0.24161, 0.69302, 0.66672,
 13:55:39.480,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.092, 0.989, -0.063, 0, 0, 0, , , , , , , 0.478, -0.187, -9.915, -18.073, -72.107, -61.107, 28.47, 0.68539, 0.72144, -0.09521, -0.02478,
 13:55:39.512,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.505, 0.061, 0.956, -0.25, 1.648, 0.427, 0.305, , , , , , , -0.643, 0.308, -98.053, -5.313, -49.700, 13.200, 29.4, 0.41998, 0.50217, -0.60657, -0.45096,
 13:55:39.570,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.139, 0.986, -0.079, 0, 0, 0, , , , , , , -0.423, -0.071, 149.161, 0.100, -78.587, 26.027, 29.85, 0.12924, 0.24161, 0.69302, 0.66672,
 13:55:39.630,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.093, 0.988, -0.064, 0, 0, 0, , , , , , , 0.489, -0.187, -9.915, -18.073, -72.107, -61.107, 28.47, 0.68539, 0.72144, -0.09521, -0.02478,
 13:55:39.632,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.860, 0.052, 0.95, -0.25, 1.953, 1.648, 1.526, , , , , , , -0.621, 0.313, -98.047, -5.313, -49.700, 13.200, 29.4, 0.4187, 0.5047, -0.60773, -0.44781,
 13:55:39.690,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.141, 0.983, -0.074, 0, 0, 0, , , , , , , -0.423, -0.071, 149.161, 0.100, -78.587, 26.027, 29.85, 0.12924, 0.24161, 0.69302, 0.66672,
 13:55:39.692,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.860, 0.052, 0.944, -0.256, -2.563, -1.465, -0.122, , , , , , , -0.621, 0.324, -98.091, -5.313, -49.700, 13.200, 29.4, 0.4187, 0.5047, -0.60773, -0.44781,
 13:55:39.750,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.099, 0.988, -0.06, 0, 0, 0, , , , , , , 0.494, -0.187, -9.921, -18.073, -72.107, -61.107, 28.47, 0.68539, 0.72144, -0.09521, -0.02478,
 13:55:39.809,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.133, 0.985, -0.076, 0, 0, 0, , , , , , , -0.423, -0.066, 149.161, 0.100, -78.587, 26.027, 29.85, 0.12924, 0.24161, 0.69302, 0.66672,
 13:55:39.872,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.860, 0.059, 0.951, -0.263, -2.686, -1.831, -1.099, , , , , , , -0.775, 0.439, -98.075, -5.313, -49.700, 13.200, 29.4, 0.4187, 0.5047, -0.60773, -0.44781,
 13:55:39.902,fe:77:90:13:0e:6b, 2015-01-01 00:28:24.860, 0.077, 0.937, -0.251, -1.831, -0.305, 0.61, , , , , , , -0.956, 0.456, -98.135, -5.153, -49.273, 13.953, 29.4, 0.4187, 0.5047, -0.60773, -0.44781,
 13:55:39.930,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.14, 0.983, -0.071, 0, 0, 0, , , , , , , -0.417, -0.082, 149.145, 0.500, -78.393, 25.647, 29.85, 0.12924, 0.24161, 0.69302, 0.66672,
 13:55:39.930,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.092, 0.99, -0.062, 0, 0, 0, , , , , , , 0.5, -0.187, -9.921, -17.927, -72.060, -60.980, 28.47, 0.68539, 0.72144, -0.09521, -0.02478,
 13:55:39.960,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.094, 0.994, -0.065, 0, 0, 0, , , , , , , 0.505, -0.192, -9.921, -17.927, -72.060, -60.980, 28.47, 0.68512, 0.72165, -0.09534, -0.02475,
 13:55:39.960,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.144, 0.98, -0.078, 0, 0, 0, , , , , , , -0.45, -0.099, 149.123, 0.500, -78.393, 25.647, 29.85, 0.12936, 0.24197, 0.69275, 0.66687,
 13:55:40.021,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.280, 0.072, 0.958, -0.246, -0.488, 1.953, -0.061, , , , , , , -0.84, 0.308, -98.174, -5.153, -49.273, 13.953, 29.4, 0.4194, 0.50336, -0.60727, -0.44925,
 13:55:40.051,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.075, 0.096, 0.988, -0.068, 0, 0, 0, , , , , , , 0.511, -0.192, -9.921, -17.927, -72.060, -60.980, 28.47, 0.68512, 0.72165, -0.09534, -0.02475,
 13:55:40.081,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.700, 0.094, 0.986, -0.058, 0, 0, 0, , , , , , , 0.522, -0.192, -9.926, -17.927, -72.060, -60.980, 28.47, 0.68512, 0.72165, -0.09534, -0.02475,
 13:55:40.113,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.280, 0.067, 0.92, -0.261, -3.601, 0.549, 0.244, , , , , , , -1.093, 0.28, -98.113, -5.153, -49.273, 13.953, 29.4, 0.4194, 0.50336, -0.60727, -0.44925,
 13:55:40.139,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.144, 0.979, -0.064, 0, 0, 0, , , , , , , -0.45, -0.099, 149.117, 0.500, -78.393, 25.647, 29.85, 0.12936, 0.24197, 0.69275, 0.66687,
 13:55:40.170,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:18.345, 0.138, 0.986, -0.078, 0, 0, 0, , , , , , , -0.461, -0.099, 149.123, 0.500, -78.393, 25.647, 29.6, 0.12936, 0.24197, 0.69275, 0.66687,
 13:55:40.202,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.700, 0.096, 0.991, -0.059, 0, 0, 0, , , , , , , 0.516, -0.198, -9.926, -17.927, -72.060, -60.980, 28.47, 0.68512, 0.72165, -0.09534, -0.02475,
 13:55:40.232,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.280, 0.072, 0.967, -0.238, -1.709, 2.93, -1.404, , , , , , , -1.296, 0.319, -97.96, -5.153, -49.273, 13.953, 29.4, 0.4194, 0.50336, -0.60727, -0.44925,
 13:55:40.298,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.030, 0.141, 0.98, -0.078, 0, 0, 0, , , , , , , -0.461, -0.093, 149.123, 0.500, -78.393, 25.647, 29.6, 0.12936, 0.24197, 0.69275, 0.66687,
 13:55:40.320,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.700, 0.099, 0.986, -0.065, 0, 0, 0, , , , , , , 0.522, -0.198, -9.926, -18.233, -72.387, -60.407, 28.47, 0.68512, 0.72165, -0.09534, -0.02475,
 13:55:40.324,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.280, 0.074, 0.934, -0.244, -8.24, -0.793, 1.16, , , , , , , -1.835, 0.313, -97.916, -5.287, -49.467, 12.587, 29.4, 0.4194, 0.50336, -0.60727, -0.44925,
 13:55:40.380,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.030, 0.139, 0.983, -0.083, 0, 0, 0, , , , , , , -0.368, -0.055, 149.095, 0.500, -78.393, 25.647, 29.6, 0.12936, 0.24197, 0.69275, 0.66687,
 13:55:40.412,cd:75:20:e1:ef:ef, 2015-01-01 00:30:52.700, 0.091, 0.989, -0.063, 0, 0, 0, , , , , , , 0.533, -0.198, -9.932, -18.233, -72.387, -60.407, 28.47, 0.68497, 0.7218, -0.09546, -0.02472,
 13:55:40.450,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.665, 0.059, 0.947, -0.228, 1.221, -1.892, 2.38, , , , , , , -2.208, 0.099, -98.091, -5.287, -49.467, 12.587, 29.4, 0.42651, 0.49768, -0.60248, -0.45532,
 13:55:40.500,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.030, 0.141, 0.983, -0.078, 0, 0, 0, , , , , , , -0.33, -0.044, 149.106, 0.407, -79.067, 25.820, 29.6, 0.12936, 0.24197, 0.69275, 0.66687,
 13:55:40.502,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.145, 0.094, 0.994, -0.067, 0, 0, 0, , , , , , , 0.533, -0.203, -9.932, -18.233, -72.387, -60.407, 28.47, 0.68497, 0.7218, -0.09546, -0.02472,
 13:55:40.502,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.665, 0.072, 0.963, -0.237, 1.709, -1.465, -3.723, , , , , , , -1.818, 0.247, -98.119, -5.287, -49.467, 12.587, 29.4, 0.42651, 0.49768, -0.60248, -0.45532,
 13:55:40.594,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.030, 0.144, 0.979, -0.077, 0, 0, 0, , , , , , , -0.33, -0.038, 149.106, 0.407, -79.067, 25.820, 29.6, 0.12964, 0.24182, 0.69351, 0.66605,
 13:55:40.621,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.145, 0.096, 0.986, -0.061, 0, 0, 0, , , , , , , 0.538, -0.203, -9.932, -18.233, -72.387, -60.407, 28.47, 0.68497, 0.7218, -0.09546, -0.02472,
 13:55:40.623,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.665, 0.059, 0.962, -0.233, 2.686, -0.061, -0.671, , , , , , , -1.489, 0.363, -98.141, -5.287, -49.467, 12.587, 29.4, 0.42651, 0.49768, -0.60248, -0.45532,
 13:55:40.709,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.450, 0.145, 0.986, -0.08, 0, 0, 0, , , , , , , -0.335, -0.033, 149.106, 0.407, -79.067, 25.820, 29.6, 0.12964, 0.24182, 0.69351, 0.66605,
 13:55:40.713,fe:77:90:13:0e:6b, 2015-01-01 00:28:25.665, 0.072, 0.969, -0.242, -5.249, 1.404, 0.671, , , , , , , -1.434, 0.324, -98.036, -5.213, -49.447, 12.940, 29.4, 0.42651, 0.49768, -0.60248, -0.45532,
 13:55:40.769,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.450, 0.14, 0.986, -0.08, 0, 0, 0, , , , , , , -0.341, -0.027, 149.101, 0.407, -79.067, 25.820, 29.6, 0.12964, 0.24182, 0.69351, 0.66605,
 13:55:40.771,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.145, 0.093, 0.991, -0.066, 0, 0, 0, , , , , , , 0.544, -0.203, -9.932, -18.233, -72.387, -60.407, 28.47, 0.68497, 0.7218, -0.09546, -0.02472,
 13:55:40.801,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.145, 0.097, 0.986, -0.057, 0, 0, 0, , , , , , , 0.544, -0.203, -9.932, -18.113, -72.680, -61.280, 28.47, 0.68497, 0.7218, -0.09546, -0.02472,
 13:55:40.833,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.085, 0.061, 0.938, -0.229, 0.305, 0.732, -0.427, , , , , , , -1.774, 0.231, -98.091, -5.213, -49.447, 12.940, 29.4, 0.42392, 0.50037, -0.60355, -0.45334,
 13:55:40.889,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.450, 0.133, 0.988, -0.076, 0, 0, 0, , , , , , , -0.346, -0.022, 149.106, 0.407, -79.067, 25.820, 29.6, 0.12964, 0.24182, 0.69351, 0.66605,
 13:55:40.923,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.085, 0.074, 0.965, -0.239, -1.343, 0.122, -0.061, , , , , , , -1.626, 0.236, -97.921, -5.213, -49.447, 12.940, 29.4, 0.42392, 0.50037, -0.60355, -0.45334,
 13:55:40.951,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.145, 0.095, 0.991, -0.066, 0, 0, 0, , , , , , , 0.549, -0.203, -9.932, -18.113, -72.680, -61.280, 28.47, 0.68481, 0.72192, -0.09546, -0.02469,
 13:55:41.010,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.450, 0.147, 0.986, -0.075, 0, 0, 0, , , , , , , -0.346, -0.016, 149.106, 0.407, -79.067, 25.820, 29.6, 0.12964, 0.24182, 0.69351, 0.66605,
 13:55:41.040,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.680, 0.094, 0.985, -0.058, 0, 0, 0, , , , , , , 0.56, -0.203, -9.932, -18.113, -72.680, -61.280, 28.47, 0.68481, 0.72192, -0.09546, -0.02469,
 13:55:41.042,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.085, 0.059, 0.923, -0.248, -5.615, -2.075, -1.77, , , , , , , -1.763, 0.379, -97.899, -5.213, -49.447, 12.940, 29.4, 0.42392, 0.50037, -0.60355, -0.45334,
 13:55:41.100,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.680, 0.098, 0.99, -0.062, 0, 0, 0, , , , , , , 0.56, -0.209, -9.932, -18.113, -72.680, -61.280, 28.47, 0.68481, 0.72192, -0.09546, -0.02469,
 13:55:41.102,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.085, 0.057, 0.966, -0.231, -1.587, 3.784, -0.305, , , , , , , -1.89, 0.319, -97.614, -5.713, -49.227, 13.033, 29.4, 0.42392, 0.50037, -0.60355, -0.45334,
 13:55:41.130,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.450, 0.138, 0.983, -0.083, 0, 0, 0, , , , , , , -0.352, -0.011, 149.106, 0.620, -79.187, 26.340, 29.6, 0.12964, 0.24182, 0.69351, 0.66605,
 13:55:41.160,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:19.450, 0.14, 0.981, -0.084, 0, 0, 0, , , , , , , -0.352, 0, 149.106, 0.620, -79.187, 26.340, 29.6, 0.12988, 0.24164, 0.69348, 0.66611,
 13:55:41.224,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.085, 0.06, 0.955, -0.229, -1.465, -1.831, 1.16, , , , , , , -1.901, 0.33, -97.657, -5.713, -49.227, 13.033, 29.4, 0.42584, 0.50189, -0.60098, -0.45328,
 13:55:41.254,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.680, 0.095, 0.986, -0.062, 0, 0, 0, , , , , , , 0.566, -0.203, -9.932, -18.113, -72.680, -61.280, 28.47, 0.68481, 0.72192, -0.09546, -0.02469,
 13:55:41.280,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.015, 0.136, 0.991, -0.079, 0, 0, 0, , , , , , , -0.346, 0.005, 149.101, 0.620, -79.187, 26.340, 29.6, 0.12988, 0.24164, 0.69348, 0.66611,
 13:55:41.312,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.500, 0.072, 0.943, -0.231, -0.549, 2.197, -0.305, , , , , , , -2.016, 0.198, -97.57, -5.713, -49.227, 13.033, 29.4, 0.42584, 0.50189, -0.60098, -0.45328,
 13:55:41.341,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.680, 0.093, 0.993, -0.06, 0, 0, 0, , , , , , , 0.577, -0.209, -9.932, -18.113, -72.680, -61.280, 28.47, 0.68481, 0.72192, -0.09546, -0.02469,
 13:55:41.369,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.015, 0.141, 0.986, -0.08, 0, 0, 0, , , , , , , -0.401, 0.011, 149.123, 0.620, -79.187, 26.340, 29.6, 0.12988, 0.24164, 0.69348, 0.66611,
 13:55:41.433,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.500, 0.066, 0.943, -0.239, -4.517, 0.732, 0.793, , , , , , , -2.28, 0.176, -97.657, -5.713, -49.227, 13.033, 29.4, 0.42584, 0.50189, -0.60098, -0.45328,
 13:55:41.465,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.680, 0.094, 0.986, -0.062, 0, 0, 0, , , , , , , 0.544, -0.209, -9.915, -18.253, -71.987, -60.887, 28.47, 0.68481, 0.72192, -0.09546, -0.02469,
 13:55:41.489,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.015, 0.138, 0.98, -0.083, 0, 0, 0, , , , , , , -0.39, 0.022, 149.117, 0.733, -78.700, 25.980, 29.6, 0.12988, 0.24164, 0.69348, 0.66611,
 13:55:41.491,cd:75:20:e1:ef:ef, 2015-01-01 00:30:53.680, 0.099, 0.99, -0.062, 0, 0, 0, , , , , , , 0.555, -0.209, -9.915, -18.253, -71.987, -60.887, 28.47, 0.68484, 0.72192, -0.0954, -0.0246,
 13:55:41.523,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.500, 0.094, 0.967, -0.219, 1.587, 0.732, 4.517, , , , , , , -2.291, -0.06, -97.504, -5.553, -49.387, 11.773, 29.4, 0.42584, 0.50189, -0.60098, -0.45328,
 13:55:41.593,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.015, 0.143, 0.984, -0.085, 0, 0, 0, , , , , , , -0.385, 0.027, 149.117, 0.733, -78.700, 25.980, 29.6, 0.1301, 0.24136, 0.69339, 0.66626,
 13:55:41.641,cd:75:20:e1:ef:ef, 2015-01-01 00:30:54.220, 0.094, 0.986, -0.063, 0, 0, 0, , , , , , , 0.56, -0.209, -9.915, -18.253, -71.987, -60.887, 28.47, 0.68484, 0.72192, -0.0954, -0.0246,
 13:55:41.643,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.855, 0.079, 0.986, -0.22, -1.892, -1.099, 3.723, , , , , , , -2.082, -0.687, -97.729, -5.553, -49.387, 11.773, 29.4, 0.4313, 0.49692, -0.60388, -0.44971,
 13:55:41.701,cd:75:20:e1:ef:ef, 2015-01-01 00:30:54.220, 0.094, 0.986, -0.063, 0, 0, 0, , , , , , , 0.566, -0.209, -9.915, -18.253, -71.987, -60.887, 28.47, 0.68484, 0.72192, -0.0954, -0.0246,
 13:55:41.701,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.430, 0.143, 0.981, -0.08, 0, 0, 0, , , , , , , -0.379, 0.033, 149.112, 0.733, -78.700, 25.980, 29.6, 0.1301, 0.24136, 0.69339, 0.66626,
 13:55:41.732,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.855, 0.057, 0.959, -0.228, -5.188, 1.465, -6.775, , , , , , , -2.472, -0.379, -97.641, -5.553, -49.387, 11.773, 29.4, 0.4313, 0.49692, -0.60388, -0.44971,
 13:55:41.760,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.430, 0.135, 0.986, -0.074, 0, 0, 0, , , , , , , -0.374, 0.038, 149.112, 0.733, -78.700, 25.980, 29.6, 0.1301, 0.24136, 0.69339, 0.66626,
 13:55:41.820,cd:75:20:e1:ef:ef, 2015-01-01 00:30:54.220, 0.099, 0.987, -0.061, 0, 0, 0, , , , , , , 0.571, -0.209, -9.915, -17.900, -71.773, -60.013, 28.47, 0.68484, 0.72192, -0.0954, -0.0246,
 13:55:41.864,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.855, 0.06, 0.941, -0.213, -1.831, -0.549, 0.916, , , , , , , -2.856, -0.055, -97.559, -5.553, -49.387, 11.773, 29.4, 0.4313, 0.49692, -0.60388, -0.44971,
 13:55:41.916,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.430, 0.134, 0.984, -0.088, 0, 0, 0, , , , , , , -0.368, 0.044, 149.112, 0.733, -78.700, 25.980, 29.6, 0.1301, 0.24136, 0.69339, 0.66626,
 13:55:41.917,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.855, 0.074, 0.961, -0.223, 2.502, -0.122, -1.465, , , , , , , -2.576, -0.077, -97.487, -6.020, -49.173, 11.540, 29.4, 0.4313, 0.49692, -0.60388, -0.44971,
 13:55:41.920,cd:75:20:e1:ef:ef, 2015-01-01 00:30:54.220, 0.097, 0.991, -0.064, 0, 0, 0, , , , , , , 0.577, -0.209, -9.915, -17.900, -71.773, -60.013, 28.47, 0.68466, 0.72208, -0.0954, -0.02457,
 13:55:42.000,ea:e4:fd:d7:dc:2a, 2015-01-01 01:33:20.430, 0.135, 0.983, -0.081, 0, 0, 0, , , , , , , -0.363, 0.055, 149.106, 0.607, -79.033, 26.353, 29.6, 0.1301, 0.24136, 0.69339, 0.66626,
 13:55:42.031,cd:75:20:e1:ef:ef, 2015-01-01 00:30:54.665, 0.094, 0.987, -0.064, 0, 0, 0, , , , , , , 0.588, -0.209, -9.915, -17.900, -71.773, -60.013, 28.47, 0.68466, 0.72208, -0.0954, -0.02457,
 13:55:42.034,fe:77:90:13:0e:6b, 2015-01-01 00:28:26.855, 0.063, 0.934, -0.231, -2.38, -1.831, 0.305, , , , , , , -2.631, 0.082, -97.679, -6.020, -49.173, 11.540, 29.4, 0.43011, 0.49808, -0.59912, -0.4559,
 13:55:42.092,cd:75:20:e1:ef:ef, 2015-01-01 00:30:54.665, 0.093, 0.986, -0.067, 0, 0, 0, , , , , , , 0.593, -0.209, -9.915, -17.900, -71.773, -60.013, 28.47, 0.68466, 0.72208, -0.0954, -0.02457,
