Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:49:07.093,fe:77:90:13:0e:6b, 2015-01-01 01:27:02.040, 0.059, 0.986, 0.114, 0, 0, 0, , , , , , , 1.846, -0.511, -178.671, -2.540, -32.813, 20.073, 28.69, 0.03049, -0.0166, -0.66864, -0.74271,
 17:49:07.094,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.585, -0.008, 0.981, -0.187, 0, 0, 0, , , , , , , -0.417, -0.253, 161.257, 13.867, -54.567, 49.713, 31.07, 0.10614, 0.12347, 0.76218, 0.62646,
 17:49:07.121,fe:77:90:13:0e:6b, 2015-01-01 01:27:02.515, 0.061, 0.983, 0.11, 0, 0, 0, , , , , , , 1.829, -0.511, -178.671, -2.540, -32.813, 20.073, 28.69, 0.03049, -0.0166, -0.66864, -0.74271,
 17:49:07.182,cd:75:20:e1:ef:ef, 2015-01-01 01:27:01.620, 0.156, 0.966, -0.153, 0, 0, 0, , , , , , , -0.335, -0.253, 1.214, -5.940, -44.413, -26.007, 29.55, 0.64471, 0.76028, -0.04248, 0.06641,
 17:49:07.184,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.585, -0.006, 0.981, -0.187, 0, 0, 0, , , , , , , -0.434, -0.231, 161.257, 13.867, -54.567, 49.713, 31.07, 0.10614, 0.12347, 0.76218, 0.62646,
 17:49:07.211,fe:77:90:13:0e:6b, 2015-01-01 01:27:02.515, 0.053, 0.984, 0.106, 0, 0, 0, , , , , , , 1.818, -0.5, -178.676, -2.540, -32.813, 20.073, 28.69, 0.03049, -0.0166, -0.66864, -0.74271,
 17:49:07.271,fe:77:90:13:0e:6b, 2015-01-01 01:27:02.515, 0.059, 0.98, 0.112, 0, 0, 0, , , , , , , 1.807, -0.494, -178.671, -2.540, -32.813, 20.073, 28.69, 0.03049, -0.0166, -0.66864, -0.74271,
 17:49:07.272,cd:75:20:e1:ef:ef, 2015-01-01 01:27:01.620, 0.157, 0.97, -0.152, 0, 0, 0, , , , , , , -0.341, -0.258, 1.214, -5.940, -44.413, -26.007, 29.55, 0.64471, 0.76028, -0.04248, 0.06641,
 17:49:07.305,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.585, -0.009, 0.976, -0.188, 0, 0, 0, , , , , , , -0.505, -0.214, 161.279, 13.813, -54.500, 50.200, 31.07, 0.10614, 0.12347, 0.76218, 0.62646,
 17:49:07.391,fe:77:90:13:0e:6b, 2015-01-01 01:27:02.515, 0.066, 0.992, 0.12, 0, 0, 0, , , , , , , 1.791, -0.483, -178.671, -2.327, -32.800, 19.967, 28.69, 0.03049, -0.0166, -0.66864, -0.74271,
 17:49:07.393,cd:75:20:e1:ef:ef, 2015-01-01 01:27:01.620, 0.157, 0.973, -0.156, 0, 0, 0, , , , , , , -0.352, -0.264, 1.214, -6.173, -44.180, -25.833, 29.55, 0.64471, 0.76028, -0.04248, 0.06641,
 17:49:07.394,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.585, -0.006, 0.979, -0.188, 0, 0, 0, , , , , , , -0.511, -0.214, 161.274, 13.813, -54.500, 50.200, 31.07, 0.10638, 0.12311, 0.76169, 0.62708,
 17:49:07.481,fe:77:90:13:0e:6b, 2015-01-01 01:27:02.515, 0.063, 0.987, 0.118, 0, 0, 0, , , , , , , 1.774, -0.472, -178.671, -2.327, -32.800, 19.967, 28.69, 0.03027, -0.01636, -0.66818, -0.74313,
 17:49:07.512,cd:75:20:e1:ef:ef, 2015-01-01 01:27:01.620, 0.157, 0.97, -0.154, 0, 0, 0, , , , , , , -0.352, -0.264, 1.208, -6.173, -44.180, -25.833, 29.55, 0.6449, 0.7601, -0.04266, 0.06647,
 17:49:07.514,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.970, -0.008, 0.984, -0.186, 0, 0, 0, , , , , , , -0.516, -0.214, 161.268, 13.813, -54.500, 50.200, 31.07, 0.10638, 0.12311, 0.76169, 0.62708,
 17:49:07.574,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.970, -0.003, 0.978, -0.189, 0, 0, 0, , , , , , , -0.522, -0.214, 161.268, 13.813, -54.500, 50.200, 31.07, 0.10638, 0.12311, 0.76169, 0.62708,
 17:49:07.601,fe:77:90:13:0e:6b, 2015-01-01 01:27:03.020, 0.061, 0.986, 0.112, 0, 0, 0, , , , , , , 1.758, -0.467, -178.665, -2.327, -32.800, 19.967, 28.69, 0.03027, -0.01636, -0.66818, -0.74313,
 17:49:07.603,cd:75:20:e1:ef:ef, 2015-01-01 01:27:02.070, 0.158, 0.968, -0.154, 0, 0, 0, , , , , , , -0.357, -0.269, 1.208, -6.173, -44.180, -25.833, 29.55, 0.6449, 0.7601, -0.04266, 0.06647,
 17:49:07.672,cd:75:20:e1:ef:ef, 2015-01-01 01:27:02.070, 0.159, 0.969, -0.156, 0, 0, 0, , , , , , , -0.368, -0.275, 1.203, -6.173, -44.180, -25.833, 29.55, 0.6449, 0.7601, -0.04266, 0.06647,
 17:49:07.697,ea:e4:fd:d7:dc:2a, 2015-01-01 01:27:00.970, -0.003, 0.978, -0.188, 0, 0, 0, , , , , , , -0.527, -0.22, 161.263, 13.473, -54.693, 49.660, 31.07, 0.10638, 0.12311, 0.76169, 0.62708,
